customer_email,customer_name,age,monthly_income_eur,tenure_months,discount_sensitivity,engagement_score,total_orders_12m,total_revenue_12m,arpu_12m,recency_days_last_purchase,impressions_90d,clicks_90d,conversions_90d,spend_90d,opened_emails_90d,clicked_emails_90d,churned,nps,country,gender,channel_preference,product_category_top
user_358@example.com,Customer Name 358,25,5605,3,-0.4418001974146419,-2.123312815955969,8,412.22999999999996,34.35,24,407,25,3,382.54,9,3,1,1,IT,other,web_display,tv
user_715@example.com,Customer Name 715,36,7617,9,-1.4191831393172896,2.368973212241011,45,2842.1800000000003,236.85,16,770,75,1,565.31,29,4,0,9,FR,male,push_app,tv
user_643@example.com,Customer Name 643,26,7256,9,0.03144945245962073,0.953538319780017,52,3359.5600000000004,279.96,26,1697,103,1,142.91,15,6,0,4,NL,male,push_app,internet
user_862@example.com,Customer Name 862,20,4608,17,-0.6426502381211034,1.7282131555553755,27,335.92,27.99,93,1388,91,15,381.06,29,5,0,10,IT,male,web_display,bundle
user_324@example.com,Customer Name 324,52,7248,105,-0.838136107158848,2.618574863383005,39,1646.46,137.21,9,779,68,4,541.13,23,5,0,8,NL,female,web_display,internet
user_178@example.com,Customer Name 178,45,5377,63,-1.284968830644729,1.488613007231844,26,1850.36,154.2,117,1533,82,4,357.0,25,2,0,10,NL,female,push_app,internet
user_823@example.com,Customer Name 823,52,1621,72,2.1259846653991445,1.5766663397345402,14,687.77,57.31,15,1865,19,2,420.79,0,0,0,8,IT,female,social,tv
user_460@example.com,Customer Name 460,50,7174,28,-1.728926225973867,2.4410460083236147,47,2172.27,181.02,10,1116,154,7,203.91,29,13,0,10,FR,male,web_display,internet
user_697@example.com,Customer Name 697,62,1536,24,1.0940631858986842,-0.29652615099260426,13,600.73,50.06,34,874,23,1,349.87,21,9,0,9,FR,male,sms,bundle
user_1109@example.com,Customer Name 1109,44,4471,16,-1.3276592908947338,1.9613304058095307,41,1982.48,165.21,70,1264,24,6,73.62,28,7,0,8,ES,male,web_display,tv
user_526@example.com,Customer Name 526,43,4255,73,-0.915440938139944,1.755443582692937,36,2122.85,176.9,56,1082,154,24,738.49,15,1,0,10,IT,female,push_app,internet
user_1060@example.com,Customer Name 1060,36,1624,74,1.0181220622285823,0.38846518614410086,20,484.63,40.39,40,711,75,6,171.95,11,5,0,6,FR,female,push_app,tv
user_127@example.com,Customer Name 127,51,3019,35,-1.5140569949637424,-1.338116845299549,5,246.26,20.52,9,1552,58,13,443.96,6,1,0,10,DE,female,sms,internet
user_1121@example.com,Customer Name 1121,40,1172,45,1.6516931725026205,-0.053477646328888795,8,577.93,48.16,19,375,4,0,119.74000000000001,10,1,0,3,ES,female,sms,tv
user_789@example.com,Customer Name 789,65,2425,79,0.725487325207617,0.24233157991490029,12,541.82,45.15,97,1243,59,3,142.98,12,1,0,5,DE,female,web_display,internet
user_1104@example.com,Customer Name 1104,37,6048,56,-1.6195461900180215,2.436427937066127,26,2050.94,170.91,4,494,22,2,147.03,10,4,0,10,IT,female,push_app,internet
user_952@example.com,Customer Name 952,29,1734,117,1.7943962934238344,1.3278461271687212,12,342.52,28.54,28,1129,28,1,332.93,5,0,0,2,FR,female,sms,mobile
user_930@example.com,Customer Name 930,21,7416,62,-0.7227466924989382,1.7893619251621526,48,3180.5,265.04,4,406,38,7,367.09000000000003,10,4,0,9,IT,male,sms,internet
user_821@example.com,Customer Name 821,51,1563,23,3.0194601169910715,-0.5877217475415053,8,365.63,30.47,111,564,27,5,37.83,26,9,0,5,FR,male,social,internet
user_531@example.com,Customer Name 531,50,2876,95,0.6906904934391436,-0.0976309354043281,4,163.93,13.66,12,1895,192,24,794.94,24,11,1,3,FR,female,web_display,internet
user_1124@example.com,Customer Name 1124,60,7884,84,-1.5300106515867662,1.4600395673554167,61,4516.79,376.4,8,1915,80,8,529.58,1,0,0,9,DE,male,web_display,bundle
user_1183@example.com,Customer Name 1183,59,4919,7,-1.3800086007559496,2.4129329764224448,31,513.61,42.8,103,682,96,26,113.78,1,0,0,9,FR,female,sms,bundle
user_466@example.com,Customer Name 466,21,1122,93,1.188381297447838,1.42360607946951,16,1037.8899999999999,86.49,20,1691,44,4,309.78,10,1,0,1,IT,female,sms,bundle
user_154@example.com,Customer Name 154,43,5891,35,-1.4138777216198517,1.6445979862912816,39,2701.07,225.09,20,1301,97,10,273.75,12,2,0,1,NL,female,sms,internet
user_53@example.com,Customer Name 53,26,2405,37,-0.9575798983758405,-1.7961993140097845,10,373.9,31.16,4,943,103,15,365.85,2,0,1,3,IT,other,sms,tv
user_7@example.com,Customer Name 7,38,7315,48,-1.5415054718604109,1.7145630959621045,31,1750.69,145.89,13,1595,135,24,385.01,18,5,0,10,FR,female,sms,bundle
user_176@example.com,Customer Name 176,68,7828,106,-1.1731314241944868,1.5402650044859145,36,784.04,65.34,44,277,9,0,237.12,25,1,0,8,FR,male,web_display,mobile
user_1105@example.com,Customer Name 1105,46,6778,60,-0.8306267428346613,1.8659104381165457,47,1438.43,119.87,17,1051,67,10,196.25,9,1,0,10,FR,female,web_display,tv
user_51@example.com,Customer Name 51,31,1251,36,1.7622059145401978,-0.3935103709864512,5,236.06,19.67,140,889,56,3,243.54,6,1,0,1,FR,other,social,mobile
user_199@example.com,Customer Name 199,20,7367,77,-1.3791531074846968,0.296579737362357,29,1556.49,129.71,144,315,43,9,214.49,10,2,0,9,NL,female,sms,tv
user_243@example.com,Customer Name 243,49,1791,107,1.9015823678951016,0.8796988385753853,23,814.8599999999999,67.9,11,860,63,9,527.06,23,10,0,1,NL,male,web_display,tv
user_910@example.com,Customer Name 910,41,1638,82,0.8928733079184419,1.0862446025171997,17,1082.26,90.19,29,1459,190,52,897.48,7,2,0,7,FR,female,social,internet
user_922@example.com,Customer Name 922,40,1647,10,2.6157989457926467,-0.17669403462341604,12,421.15,35.1,83,1987,181,14,242.96,21,9,0,8,FR,female,push_app,mobile
user_745@example.com,Customer Name 745,54,5853,10,-1.3422920498609294,-0.7887443435151603,10,297.74,24.81,26,250,17,4,158.72000000000003,17,0,0,8,ES,female,web_display,bundle
user_796@example.com,Customer Name 796,68,2416,64,1.6876114924293895,0.6069999852833781,20,1037.56,86.46,58,776,98,12,551.23,20,3,0,2,IT,male,web_display,internet
user_1126@example.com,Customer Name 1126,64,1066,86,1.9570726195014196,0.5112054468139899,20,1369.84,114.15,18,132,3,0,226.29,16,1,0,10,IT,male,social,mobile
user_494@example.com,Customer Name 494,51,1950,15,1.4329451340812729,-0.021326170395264132,8,128.64,10.72,102,1595,32,2,16.2,8,1,0,9,DE,male,sms,mobile
user_146@example.com,Customer Name 146,22,1411,35,2.245881778006881,1.1883732893063104,18,1171.09,97.59,16,831,10,2,60.730000000000004,8,0,0,10,ES,male,sms,bundle
user_852@example.com,Customer Name 852,66,7251,64,-1.864327794113613,0.7429065110080975,33,2075.05,172.92,67,876,126,21,534.22,19,7,0,5,NL,female,push_app,mobile
user_758@example.com,Customer Name 758,20,6383,29,-0.47078445800408136,3.1614605355473584,33,1131.96,94.33,27,690,91,10,486.63,14,3,0,8,IT,female,sms,bundle
user_575@example.com,Customer Name 575,30,1899,48,2.1192699559948345,0.03815392697789516,15,433.54999999999995,36.13,16,326,24,1,222.84,17,5,0,1,IT,male,sms,tv
user_1017@example.com,Customer Name 1017,33,3910,97,1.2555514333108735,-1.633825166161827,1,11.96,1.0,245,503,37,5,155.85,11,1,1,1,NL,female,sms,internet
user_1138@example.com,Customer Name 1138,60,1064,15,1.6323495367287604,-0.4318321612946363,14,754.23,62.85,114,543,47,2,41.64,1,0,0,4,FR,female,sms,mobile
user_379@example.com,Customer Name 379,63,7419,58,0.1954534058355673,-0.6081147014804236,9,470.5,39.21,49,406,32,6,371.28999999999996,17,1,0,5,IT,male,push_app,internet
user_1088@example.com,Customer Name 1088,33,5432,112,-1.9804997874577113,1.304136177219932,36,1519.46,126.62,143,230,28,2,15.6,29,12,0,10,FR,female,web_display,bundle
user_1127@example.com,Customer Name 1127,42,2321,4,0.8968596478828821,0.41179349294626816,18,1072.68,89.39,4,909,22,1,182.4,1,0,0,1,IT,male,push_app,mobile
user_944@example.com,Customer Name 944,45,1415,34,0.8814194829750361,1.5452782848407884,28,1244.58,103.71,25,1700,250,15,869.4300000000001,5,1,0,9,ES,female,social,mobile
user_351@example.com,Customer Name 351,39,1796,82,1.022669387876192,0.2955626835726868,22,1083.38,90.28,3,1647,93,24,605.05,15,4,0,8,FR,male,web_display,mobile
user_1119@example.com,Customer Name 1119,67,4450,93,-0.11359150510677757,1.5255306618483961,45,822.38,68.53,23,696,43,8,232.87,21,2,0,9,NL,male,push_app,mobile
user_684@example.com,Customer Name 684,57,6847,99,-1.8015009671912399,2.4657343423382456,44,3047.4500000000003,253.95,24,285,38,5,324.28,27,11,0,9,NL,female,sms,bundle
user_310@example.com,Customer Name 310,41,1367,16,1.222364208423343,1.4607532400695489,14,610.4100000000001,50.87,27,605,24,3,200.97000000000003,19,5,0,3,FR,male,social,internet
user_700@example.com,Customer Name 700,69,1414,17,-1.6908883472223903,-0.45316650982331774,12,595.1400000000001,49.6,8,1106,133,18,808.85,20,2,1,4,FR,female,sms,bundle
user_13@example.com,Customer Name 13,41,6533,15,-0.4857019085392078,1.7590115548037535,50,1762.67,146.89,31,1908,210,55,582.14,0,0,0,8,ES,female,web_display,internet
user_59@example.com,Customer Name 59,24,4317,20,-0.8874793504023084,-0.5793400315150024,6,241.76,20.15,1,1118,115,23,577.66,16,1,0,3,ES,female,push_app,mobile
user_926@example.com,Customer Name 926,33,871,27,2.014377511278387,-0.3195771878668501,9,347.51,28.96,168,1608,32,2,42.92,12,5,0,1,IT,female,web_display,bundle
user_509@example.com,Customer Name 509,33,1926,100,1.5631925361264187,1.151594531322751,18,406.88,33.91,6,345,43,9,276.04999999999995,5,1,0,2,NL,male,push_app,mobile
user_1036@example.com,Customer Name 1036,51,5201,99,-0.7304427677469387,1.389840575156436,59,3724.9,310.41,49,1917,184,16,329.14,1,0,0,9,IT,male,push_app,mobile
user_257@example.com,Customer Name 257,50,4280,78,0.9712081234557903,0.6649931769613243,40,2557.8,213.15,104,1873,98,2,251.61,22,3,0,8,IT,female,sms,bundle
user_679@example.com,Customer Name 679,34,6525,91,-1.7646397756822254,1.9875446859652945,43,1147.29,95.61,31,1419,168,20,1016.8399999999999,19,5,0,9,ES,female,push_app,tv
user_517@example.com,Customer Name 517,64,5225,3,-1.134884843389037,2.619864240483144,55,3139.8100000000004,261.65,12,611,24,5,511.75,6,0,0,8,IT,male,web_display,mobile
user_306@example.com,Customer Name 306,65,4207,96,-1.8783326749181932,1.5008617398945219,48,1792.53,149.38,23,1838,191,16,715.74,9,3,0,7,NL,female,sms,bundle
user_331@example.com,Customer Name 331,52,1066,91,1.6231728279841449,0.37969762410921537,6,139.33,11.61,162,417,32,7,79.01,11,4,0,3,FR,female,sms,mobile
user_703@example.com,Customer Name 703,42,2381,73,0.3072932898236674,0.5597834914440399,17,1014.93,84.58,4,776,9,2,292.08,6,1,0,10,FR,female,push_app,mobile
user_568@example.com,Customer Name 568,18,7852,46,-1.691281748709186,1.4722517924396443,48,2990.14,249.18,38,276,10,2,284.51,21,7,0,10,ES,male,social,tv
user_329@example.com,Customer Name 329,35,1771,72,0.3752475278718144,0.750860795064863,19,733.36,61.11,12,1956,129,2,898.6500000000001,17,7,0,2,ES,other,web_display,bundle
user_452@example.com,Customer Name 452,39,2111,121,0.2756763894526266,-1.7673007464513795,13,552.1800000000001,46.02,9,411,56,4,501.49999999999994,19,6,1,2,ES,male,push_app,mobile
user_668@example.com,Customer Name 668,52,4021,28,-0.5431184108930402,2.191327739929922,50,1175.64,97.97,3,1053,60,13,372.90999999999997,17,7,0,9,FR,female,sms,tv
user_886@example.com,Customer Name 886,51,5620,16,-1.2902729503795975,1.173122142281609,31,2418.12,201.51,100,1745,194,24,262.6,22,8,0,10,FR,male,web_display,internet
user_223@example.com,Customer Name 223,20,986,57,0.9734066500089031,0.2991477209719159,22,741.49,61.79,23,1800,208,35,284.55,19,1,0,2,FR,male,web_display,bundle
user_659@example.com,Customer Name 659,40,1509,11,-0.9181924912304336,-1.9937378783466184,10,238.61,19.88,9,519,21,6,136.59,16,3,0,7,ES,female,social,bundle
user_1023@example.com,Customer Name 1023,60,1170,111,1.7891932979633953,0.22628721594759282,17,1006.65,83.89,150,245,14,1,7.35,17,6,0,7,NL,female,sms,internet
user_1200@example.com,Customer Name 1200,26,1879,79,0.8158052420036399,0.8095526076858727,14,501.47,41.79,13,1556,64,15,210.2,22,10,0,5,NL,male,web_display,bundle
user_581@example.com,Customer Name 581,67,2327,25,0.4253273926955822,1.1340917142558187,19,642.3599999999999,53.53,8,1318,67,15,592.83,28,10,0,2,FR,female,push_app,mobile
user_529@example.com,Customer Name 529,56,1525,21,1.0643220273941787,0.050566593107764346,13,142.99,11.92,93,359,40,2,197.09,17,7,0,7,IT,female,web_display,internet
user_737@example.com,Customer Name 737,62,1031,112,1.4661180671779452,0.37293736958295864,14,784.37,65.36,37,1377,70,2,603.5,3,0,0,8,NL,female,push_app,bundle
user_344@example.com,Customer Name 344,20,5540,49,-1.3952188564067487,1.0828535347098787,52,1492.9,124.41,28,1646,172,9,271.7,7,1,0,9,FR,male,social,mobile
user_657@example.com,Customer Name 657,38,6773,11,-0.12846072808840844,1.107447184677358,60,1494.4499999999998,124.54,25,566,46,1,117.09,7,2,0,8,FR,other,web_display,mobile
user_1143@example.com,Customer Name 1143,32,6342,11,-1.639894897910694,1.259825743761305,38,1942.26,161.86,52,801,87,13,217.09,23,5,0,9,IT,male,web_display,bundle
user_614@example.com,Customer Name 614,66,7656,32,0.9868439788809991,-1.0636005711094718,7,342.92,28.58,53,1358,59,3,458.96000000000004,4,1,1,1,IT,female,sms,mobile
user_97@example.com,Customer Name 97,62,4171,11,-0.0807783678139172,1.7234113093317176,51,2937.1600000000003,244.76,6,339,48,8,454.26000000000005,29,13,0,9,IT,female,social,mobile
user_651@example.com,Customer Name 651,33,2217,121,2.03803074806672,0.5691305901083005,26,1118.28,93.19,13,639,15,2,258.53,20,0,0,6,IT,female,web_display,internet
user_338@example.com,Customer Name 338,31,7461,42,-0.414112360715708,3.185627799943094,65,1796.16,149.68,16,505,8,1,267.56,13,4,0,9,ES,female,sms,internet
user_1074@example.com,Customer Name 1074,61,1630,45,2.2115586480699756,0.6167131007874666,8,240.25,20.02,14,1238,49,5,146.52,15,1,0,7,IT,male,social,bundle
user_1113@example.com,Customer Name 1113,62,6598,75,-1.7730533953439975,1.2846321308376645,40,2043.7199999999998,170.31,21,149,16,4,114.06,7,0,0,7,NL,male,sms,bundle
user_914@example.com,Customer Name 914,19,998,5,1.4765142163050187,0.6843059076205841,14,360.65999999999997,30.05,29,1062,32,1,311.17,25,9,0,3,FR,female,push_app,mobile
user_1083@example.com,Customer Name 1083,21,1342,79,1.6664133242036092,-0.23321870640355852,16,524.36,43.7,1,1874,187,29,810.68,18,8,0,7,FR,female,push_app,internet
user_1038@example.com,Customer Name 1038,65,1521,82,1.825233993228723,0.5318954635300761,11,572.55,47.71,124,1153,160,30,698.86,24,4,0,8,FR,female,social,bundle
user_1045@example.com,Customer Name 1045,44,1217,60,0.8956685156821333,0.6385933512244614,8,371.96000000000004,31.0,12,1625,23,6,129.02,28,13,0,9,ES,female,sms,bundle
user_148@example.com,Customer Name 148,31,4827,42,-0.10851224237451607,-0.8519042800968141,5,185.63,15.47,7,1535,220,33,695.58,9,1,0,1,ES,female,push_app,mobile
user_382@example.com,Customer Name 382,58,972,81,2.0344899386213,-0.5958521938189262,14,708.34,59.03,6,748,94,2,429.01,20,9,0,2,NL,male,social,internet
user_1089@example.com,Customer Name 1089,28,5764,72,-0.9666260395328263,1.0144760082448576,60,2957.63,246.47,27,832,22,5,154.08,2,0,0,2,ES,female,sms,tv
user_1189@example.com,Customer Name 1189,40,6518,117,1.298645502300582,-0.667531289171416,3,131.72,10.98,233,1305,52,9,177.09,26,7,1,4,NL,other,sms,tv
user_660@example.com,Customer Name 660,33,4311,17,-0.7586367345831817,2.161448427536288,47,2785.02,232.08,40,1731,200,25,710.7099999999999,10,3,0,9,IT,male,social,internet
user_387@example.com,Customer Name 387,63,5163,116,-0.6074022972403035,2.1014706049448053,44,1538.49,128.21,47,1575,109,3,507.97,10,1,0,9,IT,female,social,internet
user_974@example.com,Customer Name 974,66,6954,117,-0.11547722417040743,2.1100748186498297,32,777.2,64.77,10,1178,56,10,237.29000000000002,22,5,0,8,FR,female,social,mobile
user_813@example.com,Customer Name 813,38,913,106,0.6352193968145732,1.346598631310921,24,615.5,51.29,60,1604,88,24,445.73,22,9,0,5,ES,male,sms,mobile
user_894@example.com,Customer Name 894,55,2456,37,0.517547726669725,1.0194697291927315,14,487.7,40.64,20,1011,102,30,479.49,22,2,0,7,ES,male,web_display,bundle
user_340@example.com,Customer Name 340,65,7805,58,-1.1970381359605826,-0.08710216864929521,42,2646.76,220.56,144,1048,50,11,108.43,5,0,0,7,DE,male,sms,mobile
user_857@example.com,Customer Name 857,48,4527,57,-0.23523594752847954,2.744508480815454,34,975.5,81.29,13,1058,103,19,377.5,25,10,0,10,NL,female,social,tv
user_377@example.com,Customer Name 377,47,7539,115,-0.9205548291210288,1.6319930250938954,32,1649.92,137.49,5,615,79,13,245.2,2,0,0,9,ES,female,social,bundle
user_772@example.com,Customer Name 772,45,4389,4,-2.145952516094715,1.8371894561032904,34,1163.07,96.92,2,1135,120,16,624.81,0,0,0,8,ES,male,web_display,internet
user_734@example.com,Customer Name 734,55,863,34,0.9187607626069574,0.20559970265894367,14,613.45,51.12,55,1901,51,2,129.84,7,2,0,3,DE,female,push_app,mobile
user_1136@example.com,Customer Name 1136,55,5836,78,-1.980141932310493,2.5819748910381275,33,1550.2,129.18,17,133,1,0,47.36,14,3,0,8,IT,male,push_app,bundle
user_689@example.com,Customer Name 689,19,1168,51,1.3431046325233995,1.3026974775822406,10,368.65999999999997,30.72,18,726,90,23,384.39,20,3,0,2,DE,female,push_app,mobile
user_1068@example.com,Customer Name 1068,57,984,72,0.8694377681200434,0.028209456116625176,9,535.67,44.64,15,1875,55,7,290.53000000000003,26,2,0,3,IT,male,web_display,internet
user_402@example.com,Customer Name 402,57,5492,71,-0.9340123435377234,3.258082623052566,46,3260.13,271.68,16,1041,70,16,220.76,10,2,0,10,NL,male,social,internet
user_975@example.com,Customer Name 975,52,5062,9,-0.6072177559870979,2.155001947238955,56,1525.57,127.13,16,1603,41,5,346.95,25,0,0,10,FR,female,web_display,tv
user_315@example.com,Customer Name 315,66,5950,71,-0.6288696903589406,1.9919394149414207,56,1101.15,91.76,3,1144,80,7,324.64,3,0,0,9,DE,male,push_app,tv
user_5@example.com,Customer Name 5,60,1949,28,1.707634717184611,0.6880109704913974,17,881.08,73.42,11,1213,141,9,219.16,20,3,0,2,ES,male,push_app,mobile
user_1118@example.com,Customer Name 1118,35,4251,25,-2.0674137059273767,1.8668427834647074,62,3576.13,298.01,12,1280,142,31,177.74,5,2,0,8,FR,female,sms,tv
user_91@example.com,Customer Name 91,62,3562,80,1.0474181336759307,-2.4840137835086935,6,283.15999999999997,23.6,60,1325,171,49,562.1,26,7,1,4,ES,male,push_app,bundle
user_676@example.com,Customer Name 676,26,1809,62,1.0369501469906828,-0.04736154858266983,16,713.01,59.42,23,1696,143,12,711.27,2,0,0,2,FR,female,web_display,tv
user_465@example.com,Customer Name 465,56,6252,78,-1.4921784606964386,1.5599350647869006,61,1445.4,120.45,31,1201,20,1,159.53,25,7,0,10,ES,female,sms,bundle
user_931@example.com,Customer Name 931,42,2453,14,1.6538885852987568,-0.123038675656506,11,380.03,31.67,53,1656,143,17,634.5899999999999,19,6,0,10,FR,male,web_display,bundle
user_411@example.com,Customer Name 411,44,1720,116,0.4940120904638615,1.7493682265263577,19,846.24,70.52,21,1650,190,7,1001.96,18,5,0,6,NL,male,social,mobile
user_977@example.com,Customer Name 977,32,1685,18,1.1606299453310058,-1.3344541518395066,5,315.72,26.31,54,645,37,11,110.9,25,0,1,3,ES,male,social,tv
user_290@example.com,Customer Name 290,33,1021,117,1.4349945094417904,0.9814662017083637,20,637.63,53.14,27,873,10,2,347.67,11,5,0,4,ES,female,sms,mobile
user_365@example.com,Customer Name 365,45,7191,59,-0.8396467646647967,1.3835702607198872,40,1723.28,143.61,27,1032,20,2,179.57,3,1,0,10,IT,male,web_display,mobile
user_1128@example.com,Customer Name 1128,28,1996,71,0.9818672756338797,-1.1101256350450082,17,1051.22,87.6,136,1778,240,71,701.76,6,2,0,6,NL,male,social,internet
user_714@example.com,Customer Name 714,43,2146,37,1.8267762852290184,0.6635099633271166,24,1586.79,132.23,28,290,16,1,215.52,4,1,0,9,IT,female,sms,tv
user_122@example.com,Customer Name 122,45,2839,40,-0.18550349996339316,-1.0416975249848701,7,420.02,35.0,57,441,20,2,273.45,16,4,1,2,NL,female,web_display,bundle
user_948@example.com,Customer Name 948,23,5570,62,0.4523130583407315,-1.8934892336258495,7,493.09999999999997,41.09,1,1454,169,19,718.61,26,5,1,3,ES,female,social,mobile
user_618@example.com,Customer Name 618,40,2344,79,1.6183003966665126,1.1338601670103627,30,999.06,83.26,25,1057,29,1,453.9,24,11,0,6,DE,female,web_display,tv
user_818@example.com,Customer Name 818,66,3536,110,0.09801571230371925,-0.19293015947810133,5,159.64,13.3,25,1268,92,1,367.01,7,1,1,2,FR,male,social,mobile
user_825@example.com,Customer Name 825,38,4032,84,-0.5839260514940525,0.6478188892846298,52,1984.6000000000001,165.38,6,1913,47,12,144.48,23,4,0,6,ES,male,push_app,mobile
user_1111@example.com,Customer Name 1111,22,7206,36,-0.5088559738049753,1.1246313059364306,31,899.99,75.0,60,844,98,12,391.91,28,1,0,8,FR,male,social,mobile
user_43@example.com,Customer Name 43,68,4350,21,0.20264128038203427,2.2578043168906032,59,1995.42,166.28,60,1636,105,24,372.39,10,0,0,8,DE,female,sms,mobile
user_650@example.com,Customer Name 650,64,4390,15,-1.552920849033814,2.6940823521972046,61,776.98,64.75,46,794,11,1,142.8,24,3,0,8,IT,male,sms,mobile
user_1086@example.com,Customer Name 1086,50,1748,86,0.43146329215563173,0.1290449110837979,21,1278.3200000000002,106.53,25,1191,12,1,76.59,11,2,0,7,IT,female,sms,bundle
user_524@example.com,Customer Name 524,33,5715,67,-1.7455583204288119,2.2309443126806583,42,1733.27,144.44,28,268,21,2,336.04,17,7,0,9,NL,male,push_app,tv
user_1176@example.com,Customer Name 1176,58,4942,49,-1.39491468469651,-1.24815130828868,4,134.35000000000002,11.2,4,270,7,1,43.92,19,3,0,1,FR,female,social,tv
user_174@example.com,Customer Name 174,49,5106,46,-0.8527765523652533,2.0586569088905877,65,2528.0600000000004,210.67,51,329,44,11,421.57,24,8,0,8,DE,female,sms,internet
user_596@example.com,Customer Name 596,67,937,88,1.5576379550486843,0.4809284213458943,10,242.51999999999998,20.21,24,656,43,8,125.23,25,8,0,1,ES,female,sms,internet
user_225@example.com,Customer Name 225,54,2220,102,2.1865541575548955,0.17424609845867461,28,1326.92,110.58,7,1825,194,28,777.11,13,2,0,2,FR,other,social,bundle
user_1180@example.com,Customer Name 1180,56,1259,56,1.1906687167251004,0.11507132032305628,8,350.40999999999997,29.2,28,657,49,3,268.41,13,0,0,4,ES,female,push_app,mobile
user_437@example.com,Customer Name 437,33,1446,116,2.48111331192154,-0.10146436252286783,16,1053.09,87.76,48,488,59,0,224.45,7,1,0,4,NL,male,sms,internet
user_511@example.com,Customer Name 511,54,1564,15,1.0825109139215439,0.5339173032072718,17,856.89,71.41,3,1043,13,0,98.56,23,2,0,5,ES,female,web_display,internet
user_375@example.com,Customer Name 375,61,1520,39,1.651258056351274,-0.15672104063873357,11,621.48,51.79,28,887,24,2,106.02000000000001,23,7,0,10,NL,male,web_display,bundle
user_48@example.com,Customer Name 48,35,2112,60,-0.45666389483608766,-0.6346653229185466,14,791.76,65.98,5,1151,136,36,901.51,9,4,1,3,IT,other,web_display,internet
user_940@example.com,Customer Name 940,36,6152,95,0.5473293749794818,-0.9340148706942927,2,122.97,10.25,18,1199,136,13,531.29,11,5,1,2,ES,female,web_display,internet
user_313@example.com,Customer Name 313,69,1287,121,0.8590468056559795,-0.033823434188533535,19,685.96,57.16,5,183,7,1,235.93,1,0,0,5,FR,female,social,internet
user_724@example.com,Customer Name 724,25,6752,77,-1.7924191873409046,1.8770111402577496,41,2443.84,203.65,13,1269,42,6,372.72999999999996,15,1,0,9,IT,female,sms,internet
user_779@example.com,Customer Name 779,54,4280,100,-0.8478793140923924,2.1819881577429445,59,1474.01,122.83,3,271,18,0,113.97,5,1,0,9,FR,male,social,tv
user_427@example.com,Customer Name 427,42,7905,40,-0.09946762758157551,1.709170715898233,63,2687.17,223.93,37,1941,199,15,270.95000000000005,15,4,0,8,DE,female,push_app,mobile
user_542@example.com,Customer Name 542,36,840,101,-1.512428581728516,-0.727302840117123,5,225.73000000000002,18.81,24,1454,41,6,325.48,2,0,1,4,ES,male,sms,mobile
user_302@example.com,Customer Name 302,26,4946,28,1.33930251690252,-1.7181067036669202,5,136.44,11.37,404,512,22,1,107.58,18,6,0,1,NL,male,sms,internet
user_124@example.com,Customer Name 124,26,7931,13,-1.587406867985191,2.4854347882212067,41,3129.5600000000004,260.8,30,161,23,1,369.54,2,0,0,8,ES,female,web_display,mobile
user_308@example.com,Customer Name 308,20,4848,44,-1.7565145536556686,2.9903767457455395,46,2992.36,249.36,24,569,16,1,385.26,12,2,0,9,ES,male,push_app,tv
user_389@example.com,Customer Name 389,52,1089,4,1.7557262027857459,0.21527643742812155,17,401.94,33.49,24,158,22,4,98.46,15,3,0,2,ES,male,social,mobile
user_450@example.com,Customer Name 450,42,917,67,1.100539196907791,1.4412201689161046,15,902.79,75.23,29,1401,20,5,382.15000000000003,7,2,0,5,NL,female,web_display,tv
user_927@example.com,Customer Name 927,25,4708,81,-0.13556591414002345,2.5195002896078056,39,2624.06,218.67,59,1479,74,0,393.98,4,0,0,9,ES,male,web_display,internet
user_1067@example.com,Customer Name 1067,33,3151,38,0.8117352048919404,-0.6050907029858008,4,96.06,8.01,256,1085,107,20,81.5,23,1,1,2,FR,female,web_display,bundle
user_71@example.com,Customer Name 71,23,3395,10,-0.25086741679013835,-1.928874491428918,10,620.9300000000001,51.74,15,919,65,5,389.16,11,2,1,4,ES,female,web_display,mobile
user_273@example.com,Customer Name 273,58,5621,52,0.5125180136832309,-0.25898884225013896,42,3313.67,276.14,110,804,78,1,367.21,21,8,0,3,ES,male,push_app,mobile
user_240@example.com,Customer Name 240,43,2417,39,2.047271558941946,-0.1963901564194479,20,1104.91,92.08,23,1491,82,13,136.49,23,6,0,9,NL,female,sms,internet
user_836@example.com,Customer Name 836,54,7991,16,-0.5579671724772308,1.05529063582373,30,1017.16,84.76,169,1573,231,26,1011.57,15,3,0,8,ES,female,web_display,internet
user_103@example.com,Customer Name 103,42,1643,120,1.9006564061970403,0.9363105520633637,18,773.9000000000001,64.49,15,1719,90,11,503.34000000000003,8,3,0,8,FR,female,push_app,internet
user_93@example.com,Customer Name 93,64,1336,19,1.399731822209723,1.270583067411558,14,410.74,34.23,13,217,23,5,239.49,18,6,0,1,IT,female,push_app,internet
user_655@example.com,Customer Name 655,42,2480,88,1.098553779161725,0.8933124103799925,17,1207.44,100.62,103,948,30,0,38.55,6,1,0,8,ES,male,sms,bundle
user_362@example.com,Customer Name 362,38,5884,45,-0.27697059685372843,1.0667926476423926,53,1712.3000000000002,142.69,33,1926,204,3,718.56,3,0,0,6,DE,male,social,bundle
user_198@example.com,Customer Name 198,58,905,9,1.4554583745313754,0.9115953951521549,13,168.06,14.0,114,1758,44,10,29.04,15,5,0,7,ES,female,push_app,internet
